Date,series ,open,high,low,PREV. CLOSE ,ltp ,close,vwap ,52W H,52W L,VOLUME,VALUE ,No of trades 
2016-06-14,EQ,6525.00,6599.00,6525.00,6538.00,6561.00,6589.05,6568.13,6998.00,4981.00,17846.00,117214820.25,3752.00
2016-06-13,EQ,6475.00,6589.00,6454.35,6544.15,6532.10,6538.00,6519.39,6998.00,4981.00,28530.00,185998103.80,4751.00
2016-06-10,EQ,6453.30,6600.00,6433.00,6431.05,6570.00,6544.15,6511.47,6998.00,4981.00,27431.00,178616103.10,4474.00
2016-06-09,EQ,6476.00,6545.00,6400.00,6480.90,6407.50,6431.05,6472.18,6998.00,4981.00,16224.00,105004569.80,3211.00
2016-06-08,EQ,6473.90,6541.65,6381.10,6450.25,6474.15,6480.90,6463.89,6998.00,4981.00,26412.00,170724309.05,6927.00
2016-06-07,EQ,6520.00,6699.00,6374.10,6479.40,6430.00,6450.25,6543.10,6998.00,4981.00,64157.00,419785886.90,14473.00
2016-06-06,EQ,6275.30,6705.00,6156.15,6305.20,6636.00,6479.40,6301.78,6998.00,4981.00,75989.00,478866158.45,5676.00
2016-06-03,EQ,6375.00,6375.00,6265.00,6302.05,6275.30,6305.20,6299.88,6999.90,4981.00,35337.00,222618872.15,5550.00
2016-06-02,EQ,6348.90,6390.10,6256.00,6390.80,6312.15,6302.05,6311.85,6999.90,4981.00,72774.00,459338752.40,7998.00
2016-06-01,EQ,6116.00,6449.00,6109.05,6097.35,6389.85,6390.80,6333.09,6999.90,4981.00,63791.00,403994039.55,13387.00
2016-05-31,EQ,6280.00,6354.85,6002.00,6307.95,6125.00,6097.35,6155.13,6999.90,4981.00,75860.00,466928363.20,15164.00
2016-05-30,EQ,6180.00,6359.00,6174.00,6173.95,6295.00,6307.95,6278.60,6999.90,4981.00,34258.00,215092358.55,9090.00
2016-05-27,EQ,6135.00,6240.00,6120.05,6142.00,6159.90,6173.95,6200.74,7210.00,4981.00,32211.00,199731956.20,6384.00
2016-05-26,EQ,5800.00,6197.00,5800.00,6145.85,6126.80,6142.00,6102.15,7210.00,4981.00,33253.00,202914873.15,6921.00
2016-05-25,EQ,6009.95,6169.10,6006.05,6003.90,6152.05,6145.85,6117.34,7210.00,4981.00,28959.00,177152090.85,4104.00
2016-05-24,EQ,5997.85,6084.85,5954.10,5966.55,6000.00,6003.90,6025.83,7210.00,4981.00,59051.00,355831554.85,11063.00
2016-05-23,EQ,6003.00,6048.80,5933.00,6005.70,5970.00,5966.55,5979.82,7210.00,4981.00,17554.00,104969773.10,3853.00
2016-05-20,EQ,6099.00,6170.05,5885.95,6092.00,5912.00,6005.70,6084.24,7349.00,4981.00,40528.00,246582157.80,9130.00
2016-05-19,EQ,6190.10,6200.00,6060.00,6200.15,6075.35,6092.00,6122.81,7349.00,4981.00,17051.00,104399999.20,4714.00
2016-05-18,EQ,6160.40,6234.90,6122.65,6219.60,6199.00,6200.15,6175.71,7349.00,4981.00,19838.00,122513775.05,5781.00
2016-05-17,EQ,6280.00,6285.00,6152.00,6284.45,6195.00,6219.60,6201.59,7349.00,4981.00,74498.00,462005901.85,7591.00
2016-05-16,EQ,6100.00,6348.00,6004.00,6121.65,6330.15,6284.45,6200.05,7349.00,4981.00,79610.00,493586043.45,14450.00
2016-05-13,EQ,5695.05,6160.00,5691.00,5710.30,6145.00,6121.65,6036.26,7349.00,4981.00,196377.00,1185381879.70,35428.00
2016-05-12,EQ,5624.00,5731.00,5613.05,5601.65,5716.05,5710.30,5687.56,7349.00,4981.00,25891.00,147256583.10,6006.00
2016-05-11,EQ,5520.00,5616.05,5496.20,5520.40,5609.00,5601.65,5569.38,7349.00,4981.00,17803.00,99151712.40,2804.00
2016-05-10,EQ,5521.35,5560.60,5505.85,5509.55,5529.90,5520.40,5520.67,7349.00,4981.00,59945.00,330936713.90,6499.00
2016-05-09,EQ,5610.90,5684.00,5482.05,5610.90,5490.50,5509.55,5562.65,7349.00,4981.00,35654.00,198330622.10,5670.00
